"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,30521822,1,30522886
2018,29376175,1,29400003
2018,29371170,1,29404883
2018,30521824,8,30518433
2018,29371191,1,29404904
2018,29376213,1,29409539
2018,30512168,1,30518435
2018,29376260,1,29400099
2018,29376279,1,29409577
2018,29376278,1,29400117
2018,29376277,1,29409573
2018,29371249,1,29409570
2018,29380744,1,29409575
2018,29376292,1,29400128
2018,29376296,1,29409589
2018,29371274,1,29400156
2018,29380786,1,29400176
2018,29376352,1,29400182
2018,29380803,1,29400200
2018,29376376,1,29400207
2018,29371309,1,29405018
2018,29376393,22,29409656
2018,29376396,1,29405034
2018,29380839,1,29400248
2018,29371360,1,29400267
2018,29376439,1,29405071
2018,29376441,1,29405076
2018,29371377,1,29400280
2018,29371381,1,29405082
2018,29376452,1,29400290
2018,29376476,1,29409691
2018,29371420,1,29409702
2018,29380872,7,29409704
2018,29380880,1,29409709
2018,29380888,1,29405156
2018,29371452,1,29409718
2018,30512170,1,30528090
2018,30512172,1,30528092
2018,30516510,1,30522891
2018,30516512,7,30522897
2018,29376595,1,29400426
2018,29376596,1,29400427
2018,29376597,1,29409753
2018,30512181,1,30522903
2018,30512182,1,30518443
2018,30512183,1,30518444
2018,30512184,1,30528101
2018,29376634,1,29400471
2018,29376635,1,29400473
2018,29376658,1,29409775
2018,29376682,1,29400510
2018,29371579,1,29405297
2018,29376711,1,29409801
2018,29371626,1,29405345
2018,29376747,1,29405353
2018,29376750,1,29409814
2018,29381050,1,29409872
2018,29376853,1,29405460
2018,29371754,1,29405484
2018,29371780,1,29400721
2018,29371802,1,29405529
2018,29371816,1,29405542
2018,29371833,1,29405557
2018,29381122,1,29409943
2018,29381133,1,29409952
2018,29376964,1,29409958
2018,29381139,1,29400788
2018,29376969,1,29405583
2018,29376970,22,29400793
2018,29381157,1,29409977
2018,29381166,1,29409986
2018,29371897,1,29405628
2018,29381211,1,29410034
2018,29377084,1,29410036
2018,29381237,1,29400941
2018,29377122,1,29400948
2018,29377163,1,29410087
2018,29377182,1,29401009
